call_day,ai_score,sunbiz_status,status,notes,name,owner_name,phone,category,address,locality,is_chain,website
5,40,ACTIVE,New,,Blind Shark Tavern,"Rivero, Juan C",(727) 399-0435,Bars,11301 Starkey Rd,"Largo, FL 33773",False,http://theblindsharktavern.com/
7,40,ACTIVE,New,,The Missing Piece,"Fisher, Meshulam",(727) 726-2100,Furniture Stores,28200 US Highway 19 N,"Clearwater, FL 33761",False,http://squareup.com/store/the-missing-piece-baked-goods
11,40,ACTIVE,New,,West Coast Roofing & Contracting,"Borst, James C, Borst, Erin L",(727) 647-6470,Roofing Contractors,2766 Summerdale Dr,"Clearwater, FL 33761",False,https://westcoastroof.net/
6,40,ACTIVE,New,,Airco Mechanical Contractors,"Heffelmire, Tim L., Heffelmire, Michelle",(727) 547-9700,HVAC Contractors,14100 Honeywell Rd,"Largo, FL 33771",False,http://aircomechanical.com/
15,40,ACTIVE,New,,Agency Marketing Services,"Wiggins, Timothy",(727) 384-1036,Marketing Agencies,9800 4th St N,"Saint Petersburg, FL 33702",False,http://agencymarketing.com/
13,40,ACTIVE,New,,Bay Area Image Inc.,"Searles, Bradley J",(727) 773-7303,Landscaping Services,3820 6th Ave N,"Saint Petersburg, FL 33713",False,http://soccershots.org/tampabay
11,40,ACTIVE,New,,Bay Area Heart Center,"Salazar, M. Fernando Md, Reddy, Mohan, Codolosa, Jose Nicolas, Bhatia, Vikas, M.D., Tas, D.O., Amber, Dr., Delgado, Miguel Giannoni, Skorczewski, James H., Patel, Akash",(727) 544-1441,Doctors,1301 2nd Ave SW,"Largo, FL 33770",False,https://www.bahc.com/
5,40,ACTIVE,New,,Treasure Island Pool Supply And Service,"Berard, Charles W",(727) 360-0348,Pool Cleaning Services,140 107th Ave,"Treasure Island, FL 33706",False,http://www.pinchapenny.com/
12,40,ACTIVE,New,,Bay Area Chiropractic Inc,"Zurkan, Clifford B, Zurkan, Amy D",(727) 518-1999,Chiropractors,10785 Ulmerton Rd,"Largo, FL 33778",False,http://www.bacpainfree.com/
8,40,ACTIVE,New,,The Burg Bar & Grill,"Georgiou, William T, Georgiou, William T",(727) 894-2874,Bars,1752 Central Ave,"St Petersburg, FL 33712",False,http://www.theburgbar.com/
8,40,ACTIVE,New,,Bauser's,"Baustert, Janet",(727) 723-9463,Bars,520 Douglas Ave,"Dunedin, FL 34698",False,http://www.facebook.com/Bausers
18,40,ACTIVE,New,,Affordable Ins,"Stanganelli, Anthony J, Stanganelli, Luisa",(727) 324-0039,Insurance Agencies,8717 91st Ter,"Seminole, FL 33777",False,http://horacemann.com/
18,40,ACTIVE,New,,Brown Insurance & Financial,"Brown, Andrew C, Brown, Andrew C",(727) 585-7844,Insurance Agencies,2510 W Bay Dr,"Largo, FL 33770",False,http://www.browninsuranceservices.com/
5,40,ACTIVE,New,,West Bay Public House,"Patrick, Randall",(727) 588-4444,Bars,80 Clearwater Largo Rd S,"Largo, FL 33770",False,https://www.maids.com/327
12,40,ACTIVE,New,,Bruce Emerys Lawn & Landscape,"Reid, Bruce S, Sr., Reid, Emilie H, Stanton Reid, Bruce, Jr., Reid, Phelps H, Reid Parker, Emilie",(727) 831-3994,Landscaping Services,946 Willowood Ln,"Dunedin, FL 34698",False,http://www.treeservicespringhillfl.com/
5,40,ACTIVE,New,,Bassey Immigration Law Group PA,"Bassey, Aniefiok E",(727) 408-5170,Law Firms,1600 Missouri Ave N,"Largo, FL 33770",False,https://www.basseylaw.com/email-disclaimer
10,40,ACTIVE,New,,The Blend Espresso & Wine,"Madsen, Stacha E",(727) 289-9312,Cafes,1211 4th Ave SW,"Largo, FL 33770",False,http://www.theblendcoffeefl.com/
18,40,ACTIVE,New,,Bryan Ahlquist Agency PA,"Ahlquist, Bryan",(727) 394-4244,Insurance Agencies,9016 Seminole Blvd,"Seminole, FL 33772",False,https://www.ahlquistins.com/contact-us
13,40,ACTIVE,New,,"Advanced Cooling Systems, Inc.","Osiel, James",(727) 456-8859,HVAC Contractors,1670 N Hercules Ave Ste L,"Clearwater, FL 33765",False,http://www.acs-advancedcooling.com/
12,40,ACTIVE,New,,Advanced Cooling Systems Inc,"Osiel, James",(727) 738-6006,HVAC Contractors,1001 N Hercules Ave,"Clearwater, FL 33765",False,http://www.acs-advancedcooling.com/
6,40,ACTIVE,New,,Advanced Cooling Systems,"Osiel, James",(727) 738-6006,HVAC Contractors,1660 N. Hercules Ave. Suite E,"Clearwater, FL 33765",False,http://www.acs-advancedcooling.com/
17,40,ACTIVE,New,,Ah Insurance Service Inc,"Herman, Andrew J",(727) 397-6932,Insurance Agencies,7063 Islamorada Cir,"Seminole, FL 33777",False,https://ahinsuranceservices.com/
5,40,ACTIVE,New,,The Cutter's,"Sivils, Ronnie, Montgomery, Stephanie, Sivils, Shannon",(727) 446-6120,Gift Shops,1140 Kapp Dr,"Clearwater, FL 33765",False,http://www.haircutsarefun.com/clearwater-fl
16,40,ACTIVE,New,,Brenda Bianchi & Team Realtors,"Bichili, Brenda",(727) 595-7653,Real Estate Agents,9180 Oakhurst Rd,"Seminole, FL 33776",False,https://www.pinellascoastalhomesearch.com/
14,40,ACTIVE,New,,Tim Donovan Air Conditioning Inc,"Donovan, Mark, Donovan, Mark T",(727) 688-6774,HVAC Contractors,6500 Bay St,"St Pete Beach, FL 33706",False,http://www.airmasters.net/
10,40,ACTIVE,New,,Blue Dental Largo,"Ferrer Torres, Dario",(727) 586-1732,Dentists,1940 W Bay Dr Ste 1,"Largo, FL 33770",False,https://bluedentalhealth.com/
13,40,ACTIVE,New,,AirMax Heating & Cooling,"Taylor, Michael C, Taylor, Debra I",(727) 777-2524,HVAC Contractors,2241 Highland Woods Dr,"Dunedin, FL 34698",False,https://www.airmaxrefrigeration.com/
20,40,ACTIVE,New,,"The Law Offices of John R. Mathias, P.A.","Mathias, John R",(727) 362-2122,Law Firms,405 6th St S Ste 102,"St Petersburg, FL 33701",False,http://www.mathiaslawfirm.com/
14,40,ACTIVE,New,,Weathermakers Air Conditioning & Heating,"Cahall, Charles V, Cahall, Pamela J",(727) 535-5062,HVAC Contractors,6519 126th Ave,"Largo, FL 33773",False,http://www.weathermakersac.com/
17,40,ACTIVE,New,,American Traditions Insurance Co,"Adamski, Brian J, Locke, Justin D, Braun, Stephen, Terzer, Ronald S",(727) 561-0013,Insurance Agencies,7785 66th St N,"Pinellas Park, FL 33781",False,http://www.jergermga.com/
11,40,ACTIVE,New,,Amerx Health Care Corp,"Anderson, James B, Anderson, Regina W, Anderson, Justice W",(727) 443-0530,Medical Clinics,1300 S Highland Ave,"Clearwater, FL 33756",False,http://amerxhc.com/
15,40,ACTIVE,New,,Bay Area Tech - Tampa Bay Computer Support,"Peed, Don",(727) 642-4846,Marketing Agencies,,"Saint Petersburg, FL 33709",False,https://www.tbtechs.com/
11,40,ACTIVE,New,,Bo's Quality Roofing Inc,"Blasingim, James, Blasingim, Joshua J",(727) 527-1946,Roofing Contractors,4200 35th St N,"Saint Petersburg, FL 33714",False,http://www.quality-roofing.com/
12,40,ACTIVE,New,,"Ailyn Avila Portal, DMD","Suarez Blanco, Ailyn",(727) 893-5050,Dentists,9200 113th St,"Seminole, FL 33772",False,https://www.aspendental.com/schedule-an-appointment/?fc=2341&utm_source=YP&utm_medium=IYP&utm_campaign=StPete_FL-MMIYP-2341
8,40,ACTIVE,New,,Bay Area Roofing,"Elliott, Dennis",(727) 578-1138,Roofing Contractors,4261 112th Ter N,"Clearwater, FL 33762",False,http://www.bayarearoof.com/
20,40,ACTIVE,New,,"Boggs Law Group, P.A.","Boggs, Amy D",(727) 954-8833,Law Firms,4554 Central Ave Ste L,"Saint Petersburg, FL 33711",False,http://www.boggslawgroup.com/
13,40,ACTIVE,New,,Bay Area Respiratory Care,"Schulz, John, Purvis, Lloyd Darrell",(727) 466-6288,Medical Clinics,300 S Duncan Ave Ste 185,"Clearwater, FL 33755",False,http://www.bayareawomenscare.com/
16,40,ACTIVE,New,,Boley Centers-Morningside Facilit,"Boley, Travis D",(727) 209-0897,Wellness Center,9220 102nd Ave,"Seminole, FL 33777",False,https://www.acadiahealthcare.com/about/contact/
5,40,ACTIVE,New,,The Florida Shell Shop,"Elias, Karen M, Elias, Patrick C",(727) 367-9599,Gift Shops,9901 Gulf Blvd,"Treasure Island, FL 33706",False,http://www.thefloridashellshop.com/
19,40,ACTIVE,New,,"The Fleming Law Group, P.A.","Fleming, J.S. Lucas",(727) 202-4858,Law Firms,2701 5th Ave N,"Saint Petersburg, FL 33713",False,https://www.fleminglawgroup.com/
7,40,ACTIVE,New,,The Dunedin Fine Art Center,"Nalls, Andrea",(727) 298-3322,Gift Shops,1143 Michigan Blvd,"Dunedin, FL 34698",False,http://www.dfac.org/
9,40,ACTIVE,New,,Classic Construction Ltd Co,"Cesery, Barbara H, Cesery Jr., William R",(727) 421-2845,Roofing Contractors,8380 Ulmerton Rd,"Largo, FL 33771",False,https://www.classicroofreplacement.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google
12,40,ACTIVE,New,,Certified Roofers & Gen Contr,"Sanchez, Alexander M, Sanchez, Celeste C",(727) 393-2498,Roofing Contractors,11487 Seminole Blvd,"Largo, FL 33778",False,http://www.billshieldsroofing.com/
7,40,ACTIVE,New,,Wright's Pool Service,"Wright, Kyle B",(727) 385-3523,Pool Cleaning Services,12499 82nd Ter,"Seminole, FL 33772",False,http://www.seminolepoolservice.com/
10,40,ACTIVE,New,,A Old Time Roofing,"Oleferchik, Abdrew",(727) 824-9996,Roofing Contractors,2636 22nd St N,"Saint Petersburg, FL 33713",False,https://rjowensroofing.com/
16,40,ACTIVE,New,,Community Health Centers,"Bailey, Kathryn, Kassab, Jerry, Singh, Melissa, Mark, Dickinson, Andree, Debra S., Laurent, Gisela, Walker, Timothy S, Owens, Darryl, Zapata, Nilmarie",(727) 573-2422,Wellness Center,140 Fountain Pkwy N,"Saint Petersburg, FL 33716",False,http://chcalliance.org/
12,40,ACTIVE,New,,Community Health Centers Of Pinellas,"Smith, Joseph L",(727) 461-1439,Medical Clinics,1020 Lakeview Rd,"Clearwater, FL 33756",False,https://evarahealth.org/location/dunedin-center
16,40,ACTIVE,New,,Community Health Centers of Pinellas,"Smith, Joseph L",(727) 535-1060,Wellness Center,2960 Roosevelt Blvd,"Clearwater, FL 33760",False,https://evarahealth.org/location/dunedin-center
16,40,ACTIVE,New,,"Community Health Centers of Pinellas, Inc-Shorepoint","Smith, Joseph L",(727) 824-8181,Wellness Center,701 6th St S,"Saint Petersburg, FL 33701",False,https://www.bayfrontcharlotte.com/
5,40,ACTIVE,New,,United Roofing & Construction Services,"Bedell, Seth N",(727) 498-6382,Roofing Contractors,10597 Oak St NE,"Saint Petersburg, FL 33716",False,http://www.unitedroofingservices.com/
7,40,ACTIVE,New,,TownePlace Suites by Marriott,"Bubenik, Joanne",(727) 299-9229,Hotels,13200 49th St N,"Clearwater, FL 33762",False,http://www.marriott.com/
12,40,ACTIVE,New,,Artistic Pools of Florida Inc,"Gomez, Barbara, Drummond, Donna, Drummond, Michael, Gomez, James",(727) 536-5055,Pool Cleaning Services,2841 Roosevelt Blvd,"Clearwater, FL 33760",False,http://www.artisticpoolsfla.com/
14,40,ACTIVE,New,,Complete Heating & Cooling,"Christiansen, Christopher J",(727) 545-3604,HVAC Contractors,2400 Tall Pines Dr,"Largo, FL 33771",False,https://www.completeairinc.com/contact
11,40,ACTIVE,New,,Complete Heating And Cooling Inc,"Christiansen, Christopher J",(727) 545-3604,HVAC Contractors,6879 99th Ave N,"Pinellas Park, FL 33782",False,http://completeairinc.com/
6,40,ACTIVE,New,,Arsenault Law Group PA,"Arsenault, Kenneth Gjr",(727) 584-1199,Law Firms,10225 Ulmerton Rd,"Largo, FL 33771",False,http://plgfla.com/
9,40,ACTIVE,New,,ALL PERFORMANCE ROOFING INC.,"Spicer, Gary J",(727) 391-3620,Roofing Contractors,10478 118th Ave,"Largo, FL 33773",False,http://allperformanceroofing.com/
6,40,ACTIVE,New,,St Michael's Eye and Laser Institute,"Michaelos Ii, Louis J.",(727) 585-2200,Doctors,1018 E Bay Dr,"Largo, FL 33770",False,http://www.stmichaelseye.net/
13,40,ACTIVE,New,,A & W Pool Service,"Csarni, Norbert",(727) 786-7667,Pool Cleaning Services,207 Riviere Rd,"Palm Harbor, FL 34683",False,http://awpoolservice.com/
16,40,ACTIVE,New,,Concepts Marketing Solutions,"Ibrahim, Kd Gus, Rothenberger, Luke",(727) 531-1010,Marketing Agencies,6565 Ulmerton Rd,"Largo, FL 33771",False,http://www.gotoconcepts.com/lang/en/home/index.php
10,40,ACTIVE,New,,Community Care Chiropractic Inc,"Jones, Roderick C., D.C.",(727) 596-3601,Chiropractors,12574 Indian Rocks Rd,"Largo, FL 33774",False,http://www.camelotcommunitycare.org/
5,40,ACTIVE,New,,Communities Sun,"Scott, Cheryl",(727) 953-6567,Law Firms,11911 66th St,"Largo, FL 33773",False,http://www.suncitycenter.org/
10,40,ACTIVE,New,,United Air Conditioning,"Griffin, Brenda, Adamson, Harold M, Derousie, Douglas W",(727) 625-3466,HVAC Contractors,13150 Belcher Rd S,"Largo, FL 33773",False,https://unitedairconditioning.com/?utm_source=google+&utm_medium=organic+&utm_campaign=gbp
5,40,ACTIVE,New,,A Irv Albright Roofing,"Albright, Irven B",(727) 647-4034,Roofing Contractors,6675 102nd Ave N,"Pinellas Park, FL 33782",False,https://www.irvalbrightroofing.com/blank-page
6,40,ACTIVE,New,,St. Petersburg Marriott Clearwater,"Middleton, Leontyne, Ali, Abdul K",(727) 572-7800,Hotels,12600 Roosevelt Blvd N,"Saint Petersburg, FL 33716",False,http://www.marriott.com/hotels/travel/tpasb-st.-petersburg-marriott-clearwater
11,40,ACTIVE,New,,"At Your Tree Service, Inc.","White, Janet E, Lyons, John M",(727) 303-5147,Landscaping Services,951 Cortland Way,"Palm Harbor, FL 34683",False,http://www.allyourwaytreeservicefl.com/
8,40,ACTIVE,New,,St Petersubrg Post 14,"Brown, Elliott T, Jr., Shepherd, Isiah, Sheppard, Betty, Brown, Pamela K",(727) 894-7320,Bars,1520 4th St N,"Saint Petersburg, FL 33704",False,http://www.threebirdstavern.com/
11,40,ACTIVE,New,,Velocity Air Conditioning,"Snyder, William, Iii",(727) 754-7956,HVAC Contractors,2530 Drew St Lot 908,"Clearwater, FL 33765",False,http://www.velocityairconditioning.com/
11,40,ACTIVE,New,,"Cody Parker Bertoch, DMD","Parker, Cody A",(727) 394-6064,Dentists,9200 113th St,"Seminole, FL 33772",False,https://www.aspendental.com/schedule-an-appointment/?fc=2341&utm_source=YP&utm_medium=IYP&utm_campaign=StPete_FL-MMIYP-2341
19,40,ACTIVE,New,,Cohrs Law Group PA,"Cohrs, Denis A",(727) 540-0001,Law Firms,2841 Executive Dr,"Clearwater, FL 33762",False,http://www.mercuryinsurance.com/
7,40,ACTIVE,New,,Commodore Beach Club,"Bare, Ron, Beach, John, Mitchell, Robert, Whitman, Nick, Adams, Thomas D",(727) 392-2213,Hotels,13536 Gulf Blvd,"Madeira Beach, FL 33708",False,http://www.commodorebeachclub.com/
7,40,ACTIVE,New,,A Christian Glass & Mirror,"Dable, Ron, Dable, Stacie B",(727) 317-6886,Furniture Stores,3345 118th Avenue North,"St. Petersburg, FL 33716",False,http://www.achristianglass.com/
6,40,ACTIVE,New,,Colleen Bratcher PA,"Bratcher, Colleen",(727) 213-0632,Law Firms,2674 W Lake Rd,"Palm Harbor, FL 34684",False,http://floridafamilylaw.com/
7,40,ACTIVE,New,,United Air Conditioning & Heating Co Inc,"Hardy, Gerald K, Webber, Virgil L",(727) 531-0496,HVAC Contractors,13150 Belcher Rd S,"Largo, FL 33773",False,http://www.unitedairconditioning.com/
8,40,ACTIVE,New,,Colonial Furniture & Mattresses,"Serrano, Amanda, Serrano, Sergio",(727) 323-8395,Furniture Stores,4190 54th Ave N,"Saint Petersburg, FL 33714",False,https://dejavuconsignmentfurniture.com/
7,40,ACTIVE,New,,"Combs, Amber","Combs, William S, Combs, Rosa Lynn",(727) 532-1900,Physical Therapy,13777 Belcher Rd S,"Largo, FL 33771",False,https://physicaltherapynow.com/largo
12,40,ACTIVE,New,,Comfort Care Air Conditioning Inc,"Spurr, Daniel, Spurr, Teresa",(727) 797-4395,HVAC Contractors,1831 Oak Forest Dr S,"Clearwater, FL 33759",False,http://www.comfortcareac.com/
14,40,ACTIVE,New,,"Conrad, Keegan R, DC","Stone, Matthew C, Cone, Steed C",(727) 398-2988,Chiropractors,5290 Seminole Blvd,"Saint Petersburg, FL 33708",False,http://banackichiropractic.com/
16,40,ACTIVE,New,,St John -Clark Pain Treatment Center,"Clark, Randall",(727) 347-4325,Wellness Center,13825 Icot Blvd Ste 600,"Clearwater, FL 33760",False,http://stjohn-clarkptc.com/
13,40,ACTIVE,New,,Sprinkler Repair,"Morgan, James, Morgan, Debra",(727) 409-4687,Landscaping Services,1461 Island Dr S,"South Pasadena, FL 33707",False,https://advancedpumpandwell.com/
18,40,ACTIVE,New,,Crews Insurance Agency Inc,"Kinser, David M, Kinser, Jeffrey M",(727) 595-4127,Insurance Agencies,12998 Walsingham Rd,"Largo, FL 33774",False,https://www.progressive.com/agent/local-agent/florida/largo/great-florida-insurance-33774
11,40,ACTIVE,New,,Creative Cultivations Landscape Maintenance Inc,"Davis, Joseph E, Davis, Jamie A",(727) 525-8200,Landscaping Services,4121 19th St N,"Saint Petersburg, FL 33714",False,http://creative-cultivations.com/
11,40,ACTIVE,New,,Creative Image Landscape Inc,"Douds, Talon R., Douds, Sharon D.",(727) 319-0344,Landscaping Services,7536 141st St,"Seminole, FL 33776",False,http://creative-cultivations.com/
18,40,ACTIVE,New,,Crevello Financial Services,"Crevello, Paul F, Crevello, Christine Vd",(727) 319-0043,Insurance Agencies,11601 Seminole Blvd,"Largo, FL 33778",False,http://www.crevellofinancial.com/
17,40,ACTIVE,New,,Toth Properties Inc,"Toth, Newell",(727) 584-3851,Real Estate Agents,1020 Donegan Rd,"Largo, FL 33771",False,https://www.belleairlargohotel.com/
15,40,ACTIVE,New,,"Uy, Rowena Chio","Lunn, Charles T, Lunn, Kathryn J",(727) 547-8600,Physical Therapy,10707 66th St N,"Pinellas Park, FL 33782",False,https://lifeinmotion-therapy.com/patient-information/patient-testimonials
19,40,ACTIVE,New,,Crews Insurance,"Kinser, David M, Kinser, Jeffrey M",(727) 595-4127,Insurance Agencies,9355 Seminole Blvd,"Seminole, FL 33772",False,http://www.ciafla.com/
18,40,ACTIVE,New,,Snipes,"Snipes, Anthony T, Snipes, Samantha",(727) 345-6276,Clothing Stores,6901 22nd Ave N Spc 854B,"Saint Petersburg, FL 33710",False,http://stores.snipesusa.com/fl/st.-petersburg/2139
6,40,ACTIVE,New,,Cracker Barrel Old Country Store,"Pommells, Craig",(727) 526-0031,Gift Shops,2151 54th Ave N,"St Petersburg, FL 33714",False,https://www.crackerbarrel.com/locations/states/fl/st-petersburg/481
18,40,ACTIVE,New,,1st Choice Insurance Concepts,"Paolillo, Joseph J",(727) 593-0884,Insurance Agencies,14219 Walsingham Rd,"Largo, FL 33774",False,http://www.bozemaninsurance.com/
9,40,ACTIVE,New,,Sneaky D's,"Murcin, Diana Marie",(727) 547-0202,Bars,4808 County Road 16,"Saint Petersburg, FL 33709",False,https://sneaky-ds-saloon.hub.biz/
18,40,ACTIVE,New,,1st Advantage Insurance,"Brockus, Agnes",(727) 535-0189,Insurance Agencies,2945 E Bay Dr,"Largo, FL 33771",False,http://www.1stadvantage-insurance.com/
8,40,ACTIVE,New,,Cuban Delight Cafe,"Rodriguez, Yoany",(727) 328-7335,Cafes,2950 49th St N,"Saint Petersburg, FL 33710",False,http://raeraescafe.com/
13,40,ACTIVE,New,,Aquacal,"Kent, William A., Goldstein, Darren, Dooley, Michael",(727) 823-5642,Pool Cleaning Services,2737 24th St N,"Saint Petersburg, FL 33713",False,https://www.aquacal.com/
10,40,ACTIVE,New,,Cuban Paradise,"Diaz, Marcos",(727) 397-7693,Cafes,12933 Village Blvd,"Madeira Beach, FL 33708",False,http://www.cubanparadise.com/pages/about-us
5,40,ACTIVE,New,,Bayside Heating & AC,"Provatas, Anastasios",(727) 350-5950,HVAC Contractors,3563 Cypress Ter N,"Pinellas Park, FL 33781",False,https://www.coolquest.com/
17,40,ACTIVE,New,,Universal Insurance Services International,"Amyx, Michael L",(727) 507-8990,Insurance Agencies,2129 Egret Dr,"Clearwater, FL 33764",False,https://www.ufc.bz/
10,40,ACTIVE,New,,Coolquest  Inc.,"Capaz, Robert",(727) 835-5812,HVAC Contractors,7817 Rutillio Ct,"New Port Richey, FL 34653",False,https://www.coolquest.com/
11,40,ACTIVE,New,,"Cook, Cody","Cook, Daniel P",(727) 893-5050,Dentists,9200 113th St,"Seminole, FL 33772",False,
5,40,ACTIVE,New,,727roofing,"Veto, Nicolas, Thuel, Eric, Bimbenet, Mathieu",(727) 768-3694,Roofing Contractors,5040 Betty St N,"Saint Petersburg, FL 33709",False,https://rjowensroofing.com/
14,40,ACTIVE,New,,Aqua Blue Pool Service,"Dohner, Donald L., Jr., Dohner, Donald L., Sr., Dohner, Adriana R, Dohner, Bonnie J, Fischer, Doug",(727) 787-3223,Pool Cleaning Services,2762 Wilson Ct,"Palm Harbor, FL 34684",False,http://www.aquabluepoolsfl.com/
20,40,ACTIVE,New,,Zacur Graham & Costis Pa,"Zacur, Richard A, Graham, Peter D, Graham, Peter D.",(727) 328-1000,Law Firms,5200 Central Ave,"Saint Petersburg, FL 33707",False,http://zacurgraham.net/
11,40,ACTIVE,New,,Arrington Grounds Maintenance,"Deins, Dianna M",(727) 527-6441,Landscaping Services,6553 46th St N,"Pinellas Park, FL 33781",False,http://www.arringtongroundsmaintenance.com/
11,40,ACTIVE,New,,Arrington Grounds,"Deins, Dianna M",(727) 527-6441,Landscaping Services,4750 37th St N,"Saint Petersburg, FL 33714",False,http://www.arringtongroundsmaintenance.com/
17,40,ACTIVE,New,,Spencers Western World Inc,"Spencer, Mark D, Spencer, Adam",(727) 544-2606,Clothing Stores,7108 66th St N,"Pinellas Park, FL 33781",False,http://www.spencerswesternworld.com/
7,40,ACTIVE,New,,TownePlace Suites Tampa Clearwater,"Bubenik, Joanne",(727) 712-3100,Hotels,21090 Us Highway 19 N,"Clearwater, FL 33765",False,https://www.marriott.com/en-us/hotels/tpacl-towneplace-suites-tampa-clearwater/overview
10,40,ACTIVE,New,,"Zinnia Sotolongo, DMD","Sotolongo, Zinnia",(727) 394-6064,Dentists,9200 113th St,"Seminole, FL 33772",False,https://www.aspendental.com/schedule-an-appointment/?fc=2341&utm_source=YP&utm_medium=IYP&utm_campaign=StPete_FL-MMIYP-2341
